,ocr_text_raw,math_category
3187,"8. 함수 \( f(x)=\frac{\ln x}{x^{2}} \) 에 대하여 \( \lim _{h \rightarrow 0} \frac{f(e+h)-f(e-2 h)}{h} \) 의 값은?
[3점]
(1) \( -\frac{2}{e} \)
(2) \( -\frac{3}{e^{2}} \)
(3) \( -\frac{1}{e} \)
(4) \( -\frac{2}{e^{2}} \)
(5) \( -\frac{3}{e^{3}} \)",미분법
3188,"9. \( \frac{\pi}{2}<\theta<\pi \) 인 \( \theta \) 에 대하여 \( \cos \theta=-\frac{3}{5} \) 일 때, \( \csc (\pi+\theta) \) 의 값은? [3점]
(1) \( -\frac{5}{2} \)
(2) \( -\frac{5}{3} \)
(3) \( -\frac{5}{4} \)
(4) \( \frac{5}{4} \)
(5) \( \frac{5}{3} \)",삼각함수
3189,"10. 1 부터 7 까지의 자연수 중에서 임의로 서로 다른 3 개의 수를 선택한다. 선택된 3 개의 수의 곱을 \( a \), 선택되지 않은 4 개의 수의 곱을 \( b \) 라 할 때, \( a \) 와 \( b \) 가 모두 짝수일 확률은? [3점]
(1) \( \frac{4}{7} \)
(2) \( \frac{9}{14} \)
(3) \( \frac{5}{7} \)
(4) \( \frac{11}{14} \)
(5) \( \frac{6}{7} \)",확률
3190,"11. 함수 \( f(x)=\left(x^{2}-3\right) e^{-x} \) 의 극댓값과 극솟값을 각각 \( a, b \) 라 할 때, \( a \times b \) 의 값은? [3점]
(1) \( -12 e^{2} \)
(2) \( -12 e \)
(3) \( -\frac{12}{e} \)
(4) \( -\frac{12}{e^{2}} \)
(5) \( -\frac{12}{e^{3}} \)",미분법
3191,"12. 확률변수 \( X \) 가 평균이 \( m \), 표준편차가 \( \frac{m}{3} \) 인 정규분포를 따르고
\[
\mathrm{P}\left(X \leq \frac{9}{2}\right)=0.9987
\]

일 때, 오른쪽 표준정규분포표를
이용하여 \( m \) 의 값을 구한 것은? [3점]
\begin{tabular}{|c|c|}
\hline\( z \) & \( \mathrm{P}(0 \leq Z \leq z) \) \\
\hline 1.5 & 0.4332 \\
\hline 2.0 & 0.4772 \\
\hline 2.5 & 0.4938 \\
\hline 3.0 & 0.4987 \\
\hline
\end{tabular}
(1) \( \frac{3}{2} \)
(2) \( \frac{7}{4} \)
(3) 2
(4) \( \frac{9}{4} \)
(5) \( \frac{5}{2} \)",통계
3192,"13. 양수 \( k \) 에 대하여 두 곡선 \( y=k e^{x}+1, y=x^{2}-3 x+4 \) 가 점 P 에서 만나고, 점 P 에서 두 곡선에 접하는 두 직선이 서로 수직일 때, \( k \) 의 값은? [3점]
(1) \( \frac{1}{e} \)
(2) \( \frac{1}{e^{2}} \)
(3) \( \frac{2}{e^{2}} \)
(4) \( \frac{2}{e^{3}} \)
(5) \( \frac{3}{e^{3}} \)",미분법
3193,"14. 그림과 같이 양수 \( k \) 에 대하여 함수 \( f(x)=2 \sqrt{x} e^{k x^{2}} \) 의 그래프와 \( x \) 축 및 두 직선 \( x=\frac{1}{\sqrt{2 k}}, x=\frac{1}{\sqrt{k}} \) 로 둘러싸인 부분을 밑면으로 하고 \( x \) 축에 수직인 평면으로 자른 단면이 모두 정삼각형인 입체도형의 부피가 \( \sqrt{3}\left(e^{2}-e\right) \) 일 때, \( k \) 의 값은? [4점]
(1) \( \frac{1}{12} \)
(2) \( \frac{1}{6} \)
(3) \( \frac{1}{4} \)
(4) \( \frac{1}{3} \)
(5) \( \frac{1}{2} \)",적분법
3194,"15. 함수 \( y=e^{x} \) 의 그래프 위의 \( x \) 좌표가 양수인 점 A 와 함수 \( y=-\ln x \) 의 그래프 위의 점 B 가 다음 조건을 만족시킨다.
(가) \( \overline{\mathrm{OA}}=2 \overline{\mathrm{OB}} \)
(나) \( \angle \mathrm{AOB}=90^{\circ} \)

직선 OA 의 기울기는? (단, O 는 원점이다.) [4점]
(1) \( e \)
(2) \( \frac{3}{\ln 3} \)
(3) \( \frac{2}{\ln 2} \)
(4) \( \frac{5}{\ln 5} \)
(5) \( \frac{e^{2}}{2} \)",지수함수와 로그함수
3195,"16. 좌표공간에 네 점 \( \mathrm{A}(3,0,0), \mathrm{B}(0,3,0), \mathrm{C}(0,2,1) \), \( \mathrm{D}\left(0,-\frac{5}{2},-2\right) \) 가 있다. 선분 CD 를 \( 2: 1 \) 로 내분하는 점을 E 라 할 때, 선분 AE 의 평면 ABC 위로의 정사영의 길이는? [4점]
(1) \( \frac{\sqrt{6}}{6} \)
(2) \( \frac{\sqrt{6}}{3} \)
(3) \( \frac{\sqrt{6}}{2} \)
(4) \( \frac{2 \sqrt{6}}{3} \)
(5) \( \frac{5 \sqrt{6}}{6} \)",평면벡터
3196,"17. 두 함수 \( f(x), g(x) \) 는 실수 전체의 집합에서 도함수가 연속이고 다음 조건을 만족시킨다.
(가) 모든 실수 \( x \) 에 대하여 \( f(x) g(x)=x^{4}-1 \) 이다.
(나) \( \int_{-1}^{1}\{f(x)\}^{2} g^{\prime}(x) d x=120 \)
\( \int_{-1}^{1} x^{3} f(x) d x \) 의 값은? [4점]
(1) 12
(2) 15
(3) 18
(4) 21
(5) 24",적분법
3197,"18. 빨간색 공 6 개, 파란색 공 3 개, 노란색 공 3 개가 들어 있는 주머니가 있다. 이 주머니에서 임의로 한 개의 공을 꺼내는 시행을 하여, 다음 규칙에 따라 세 사람 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 가 점수를 얻는다. (단, 한 번 꺼낸 공은 다시 주머니에 넣지 않는다.)
- 빨간색 공이 나오면 A 는 3 점, B 는 1 점, C 는 1 점을 얻는다.
- 파란색 공이 나오면 A 는 2 점, B 는 6 점, C 는 2 점을 얻는다.
- 노란색 공이 나오면 A 는 2점, B 는 2점, C 는 6점을 얻는다.

이 시행을 계속하여 얻은 점수의 합이 처음으로 24 점 이상인 사람이 나오면 시행을 멈춘다. 다음은 얻은 점수의 합이 24 점 이상인 사람이 A 뿐일 확률을 구하는 과정이다.

꺼낸 빨간색 공의 개수를 \( x \), 파란색 공의 개수를 \( y \), 노란색 공의 개수를 \( z \) 라 할 때, 얻은 점수의 합이 24 점 이상인 사람이 A 뿐이기 위해서는 \( x, y, z \) 가 다음 조건을 만족시켜야 한다.
\[
x=6,0<y<3,0<z<3, y+z \geq 3
\]

이 조건을 만족시키는 순서쌍 \( (x, y, z) \) 는
\[
(6,1,2),(6,2,1),(6,2,2)
\]

이다.
(i) \( (x, y, z)=(6,1,2) \) 인 경우의 확률은 (가) 이다.
(ii) \( (x, y, z)=(6,2,1) \) 인 경우의 확률은 (가) 이다.
(iii) \( (x, y, z)=(6,2,2) \) 인 경우는 10 번째 시행에서 빨간색 공이 나와야 하므로 그 확률은 (나) 이다.
(i), (ii), (iii)에 의하여 구하는 확률은
\[
2 \times \text { (가) }+ \text { (나) } \text { 이다. }
\]

위의 (가), (나)에 알맞은 수를 각각 \( p, q \) 라 할 때, \( p+q \) 의 값은? [4점]
(1) \( \frac{13}{110} \)
(2) \( \frac{27}{220} \)
(3) \( \frac{7}{56} \)
(4) \( \frac{29}{220} \)
(5) \( \frac{3}{22} \)",확률
3198,"19. 좌표평면 위에 두 점 \( \mathrm{A}(1,0), \mathrm{B}(0,1) \) 이 있다. 중심각의 크기가 \( \frac{\pi}{2} \) 인 부채꼴 OAB 의 호 AB 위를 움직이는 점 X 와 함수 \( y=(x-2)^{2}+1(2 \leq x \leq 3) \) 의 그래프 위를 움직이는 점 Y 에 대하여
\[
\overrightarrow{\mathrm{OP}}=\overrightarrow{\mathrm{OY}}-\overrightarrow{\mathrm{OX}}
\]

를 만족시키는 점 P 가 나타내는 영역을 \( R \) 라 하자. 점 0 로부터 영역 \( R \) 에 있는 점까지의 거리의 최댓값을 \( M \), 최솟값을 \( m \) 이라 할 때, \( M^{2}+m^{2} \) 의 값은? (단, O 는 원점이다.) [4점]
(1) \( 16-2 \sqrt{5} \)
(2) \( 16-\sqrt{5} \)
(3) 16
(4) \( 16+\sqrt{5} \)
(5) \( 16+2 \sqrt{5} \)",평면벡터
3199,"20. 그림과 같이 반지름의 길이가 1 이고 중심각의 크기가 \( \frac{\pi}{2} \) 인 부채꼴 OAB 가 있다. 호 AB 위의 점 P 에서 선분 OA 에 내린 수선의 발을 H , 점 P 에서 호 AB 에 접하는 직선과 직선 OA 의 교점을 Q 라 하자. 점 Q 를 중심으로 하고 반지름의 길이가 \( \overline{\mathrm{QA}} \) 인 원과 선분 PQ 의 교점을 R 라 하자. \( \angle \mathrm{POA}=\theta \) 일 때, 삼각형 OHP 의 넓이를 \( f(\theta) \), 부채꼴 QRA 의 넓이를 \( g(\theta) \) 라 하자. \( \lim _{\theta \rightarrow 0+} \frac{\sqrt{g(\theta)}}{\theta \times f(\theta)} \) 의 값은? (단, \( 0<\theta<\frac{\pi}{2} \) ) [4점]
(1) \( \frac{\sqrt{\pi}}{5} \)
(2) \( \frac{\sqrt{\pi}}{4} \)
(3) \( \frac{\sqrt{\pi}}{3} \)
(4) \( \frac{\sqrt{\pi}}{2} \)
(5) \( \sqrt{\pi} \)",함수의 극한과 연속
3200,"21. 좌표평면에서 두 점 \( \mathrm{A}(-2,0), \mathrm{B}(2,0) \) 에 대하여 다음 조건을 만족시키는 직사각형의 넓이의 최댓값은? [4점]

직사각형 위를 움직이는 점 P 에 대하여 \( \overline{\mathrm{PA}}+\overline{\mathrm{PB}} \) 의 값은 점 P 의 좌표가 \( (0,6) \) 일 때 최대이고 \( \left(\frac{5}{2}, \frac{3}{2}\right) \) 일 때 최소이다.
(1) \( \frac{200}{19} \)
(2) \( \frac{210}{19} \)
(3) \( \frac{220}{19} \)
(4) \( \frac{230}{19} \)
(5) \( \frac{240}{19} \)",이차곡선
3201,"22. 확률변수 \( X \) 가 이항분포 \( \mathrm{B}\left(n, \frac{1}{4}\right) \) 을 따르고 \( \mathrm{V}(X)=6 \) 일 때, \( n \) 의 값을 구하시오. [3점]",확률
3202,"23. 좌표평면 위를 움직이는 점 P 의 시각 \( t(t>0) \) 에서의 위치 \( (x, y) \) 가
\[
x=\frac{1}{2} e^{2(t-1)}-a t, \quad y=b e^{t-1}
\]

이다. 시각 \( t=1 \) 에서의 점 P 의 속도가 \( \vec{v}=(-1,2) \) 일 때, \( a+b \) 의 값을 구하시오. (단, \( a \) 와 \( b \) 는 상수이다.) [3점]",미분법
3203,"24. 정의역이 \( \left\{x \left\lvert\,-\frac{\pi}{4}<x<\frac{\pi}{4}\right.\right\} \) 인 함수 \( f(x)=\tan 2 x \) 의

역함수를 \( g(x) \) 라 할 때, \( 100 \times g^{\prime}(1) \) 의 값을 구하시오. [3점]",미분법
3204,"25. 어느 고등학교에서 1 인 미디어 방송을 시청한 경험이 있는 학생의 비율을 알아보기 위하여 이 고등학교 학생 중 \( n \) 명을 임의추출하여 조사한 결과 \( 90 \% \) 가 시청한 경험이 있다고 답하였다. 이 결과를 이용하여 구한 이 고등학교 학생 전체의 1 인 미디어 방송을 시청한 경험이 있는 학생의 비율 \( p \) 에 대한 신뢰도 \( 95 \% \) 의 신뢰구간이 \( 0.9-c \leq p \leq 0.9+c \) 이다. \( c=0.0294 \) 일 때, \( n \) 의 값을 구하시오 (단, \( Z \) 가 표준정규분포를 따르는 확률변수일 때, \( \mathrm{P}(|Z| \leq 1.96)=0.95 \) 로 계산한다.) [3점]",통계
3205,26. 함수 \( f(x)=3 \sin k x+4 x^{3} \) 의 그래프가 오직 하나의 변곡점을 가지도록 하는 실수 \( k \) 의 최댓값을 구하시오. [4점],미분법
3206,"27. 초점이 F 인 포물선 \( y^{2}=4 x \) 위에 서로 다른 두 점 \( \mathrm{A}, \mathrm{B} \) 가 있다. 두 점 \( \mathrm{A}, \mathrm{B} \) 의 \( x \) 좌표는 1 보다 큰 자연수이고 삼각형 AFB 의 무게중심의 \( x \) 좌표가 6 일 때, \( \overline{\mathrm{AF}} \times \overline{\mathrm{BF}} \) 의 최댓값을 구하시오. [4점]",이차곡선
3207,"28. 연필 7 자루와 볼펜 4 자루를 다음 조건을 만족시키도록 여학생 3 명과 남학생 2 명에게 남김없이 나누어 주는 경우의 수를 구하시오. (단, 연필끼리는 서로 구별하지 않고, 볼펜끼리도 서로 구별하지 않는다.) [4점]
(가) 여학생이 각각 받는 연필의 개수는 서로 같고, 남학생이 각각 받는 볼펜의 개수도 서로 같다.
(나) 여학생은 연필을 1 자루 이상 받고, 볼펜을 받지 못하는 여학생이 있을 수 있다.
(다) 남학생은 볼펜을 1 자루 이상 받고, 연필을 받지 못하는 남학생이 있을 수 있다.",확률
3208,"29. 좌표공간에서 원점 O 와 점 \( \mathrm{A}(4,0,0) \) 에 대하여 평면 \( x+y+\sqrt{2} z=0 \) 위의 점 P 가 다음 조건을 만족시킨다.
(가) \( |\overrightarrow{\mathrm{OP}}| \) 는 9 이하의 자연수이다.
(나) \( \overrightarrow{\mathrm{OA}} \cdot \overrightarrow{\mathrm{AP}}=6 \)
\( \overrightarrow{\mathrm{AP}} \cdot \overrightarrow{\mathrm{OP}} \) 의 최댓값을 \( M \), 최솟값을 \( m \) 이라 할 때, \( M+m \) 의 값을 구하시오. [4점]",평면벡터
3209,"30. 실수 전체의 집합에서 미분가능한 함수 \( f(x) \) 가 모든 실수 \( x \) 에 대하여
\[
f^{\prime}\left(x^{2}+x+1\right)=\pi f(1) \sin \pi x+f(3) x+5 x^{2}
\]

을 만족시킬 때, \( f(7) \) 의 값을 구하시오. [4점]",적분법
3210,"1. \( 3^{3} \div 81^{\frac{1}{2}} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",지수함수와 로그함수
3211,"2. 자연수 전체의 집합의 두 부분집합
\[
A=\{2,3,4\}, B=\{1, a\}
\]

에 대하여 \( n(A \cap B)=1 \) 이 되도록 하는 모든 \( a \) 의 값의 합은?
[2점]
(1) 5
(2) 6
(3) 7
(4) 8
(5) 9",고1/고2 공통수학
3212,"3. 그림은 두 함수 \( f: X \rightarrow Y, g: Y \rightarrow X \) 를 나타낸 것이다.
\( (g \circ f)(1) \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",고1/고2 공통수학
3213,"4. 실수 \( x \) 에 대한 두 조건 \( p, q \) 가 다음과 같다.
\[
\begin{array}{l}
p:|x-a| \leq 1, \\
q: x<10
\end{array}
\]
\( p \) 가 \( q \) 이기 위한 충분조건이 되도록 하는 정수 \( a \) 의 최댓값은?
[3점]
(1) 0
(2) 2
(3) 4
(4) 6
(5) 8",고1/고2 공통수학
3214,"5. 다음 조건을 만족시키는 두 자리의 자연수의 개수는? [3점]
(가) 2 의 배수이다.
(나) 십의 자리의 수는 6 의 약수이다.
(1) 16
(2) 20
(3) 24
(4) 28
(5) 32",경우의 수
3215,"6. \( \int_{0}^{2}\left(3 x^{2}+6 x\right) d x \) 의 값은? [3점]
(1) 20
(2) 22
(3) 24
(4) 26
(5) 28",적분법
3216,"7. 등차수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
a_{1}=a_{3}+8, \quad 2 a_{4}-3 a_{6}=3
\]

일 때, \( a_{k}<0 \) 을 만족시키는 자연수 \( k \) 의 최솟값은? [3점]
(1) 8
(2) 10
(3) 12
(4) 14
(5) 16",수열
3217,"8. 두 사건 \( A, B \) 에 대하여
\[
\mathrm{P}(A)=\frac{7}{10}, \quad \mathrm{P}(A \cup B)=\frac{9}{10}
\]

일 때, \( \mathrm{P}\left(B^{C} \mid A^{C}\right) \) 의 값은? (단, \( A^{C} \) 은 \( A \) 의 여사건이다.) [3점]
(1) \( \frac{1}{6} \)
(2) \( \frac{1}{5} \)
(3) \( \frac{1}{4} \)
(4) \( \frac{1}{3} \)
(5) \( \frac{1}{2} \)",확률
3218,"9. 정의역이 \( \{x \mid x>a\} \) 인 함수 \( y=\sqrt{2 x-2 a}-a^{2}+4 \) 의 그래프가 오직 하나의 사분면을 지나도록 하는 실수 \( a \) 의 최댓값은? [3점]
(1) 2
(2) 4
(3) 6
(4) 8
(5) 10",고1/고2 공통수학
3219,"10. 모든 항이 양수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여 부등식
\[
\sqrt{9 n^{2}+4}<\sqrt{n a_{n}}<3 n+2
\]

를 만족시킬 때, \( \lim _{n \rightarrow \infty} \frac{a_{n}}{n} \) 의 값은? [3점]
(1) 6
(2) 7
(3) 8
(4) 9
(5) 10",수열의 극한
3220,"11. 0 이 아닌 실수 \( k \) 에 대하여 함수 \( y=\frac{k}{x-1}+5 \) 의 그래프가 점 \( (5,3 a) \) 를 지나고 두 점근선의 교점의 좌표가 \( (1,2 a+1) \) 일 때, \( k \) 의 값은? [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5
",고1/고2 공통수학
3221,"12. \( \sum_{k=1}^{9}(k+1)^{2}-\sum_{k=1}^{10}(k-1)^{2} \) 의 값은? [3점]
(1) 91
(2) 93
(3) 95
(4) 97
(5) 99",수열
3222,"13. 확률변수 \( X \) 가 평균이 \( m \), 표준편차가 \( \frac{m}{3} \) 인 정규분포를 따르고
\[
\mathrm{P}\left(X \leq \frac{9}{2}\right)=0.9987
\]

일 때, 오른쪽 표준정규분포표를 이용하여 \( m \) 의 값을 구한 것은? [3점]
\begin{tabular}{|c|c|}
\hline\( z \) & \( \mathrm{P}(0 \leq Z \leq z) \) \\
\hline 1.5 & 0.4332 \\
\hline 2.0 & 0.4772 \\
\hline 2.5 & 0.4938 \\
\hline 3.0 & 0.4987 \\
\hline
\end{tabular}
(1) \( \frac{3}{2} \)
(2) \( \frac{7}{4} \)
(3) 2
(4) \( \frac{9}{4} \)
(5) \( \frac{5}{2} \)",통계
3223,"14. 다음 조건을 만족시키는 좌표평면 위의 점 \( (a, b) \) 중에서 임의로 서로 다른 두 점을 선택할 때, 선택된 두 점 사이의 거리가 1 보다 클 확률은? [4점]
(가) \( a, b \) 는 자연수이다.
(나) \( 1 \leq a \leq 4,1 \leq b \leq 3 \)
(1) \( \frac{41}{66} \)
(2) \( \frac{43}{66} \)
(3) \( \frac{15}{22} \)
(4) \( \frac{47}{66} \)
(5) \( \frac{49}{66} \)",확률
3224,"15. 함수 \( f(x)=x^{2}-2 x \) 에 대하여 두 곡선 \( y=f(x) \), \( y=-f(x-1)-1 \) 로 둘러싸인 부분의 넓이는? [4점]
(1) \( \frac{1}{6} \)
(2) \( \frac{1}{4} \)
(3) \( \frac{1}{3} \)
(4) \( \frac{5}{12} \)
(5) \( \frac{1}{2} \)",적분법
3225,"16. 다항함수 \( f(x) \) 가
\[
\lim _{x \rightarrow \infty} \frac{f(x)}{x^{3}}=1, \quad \lim _{x \rightarrow-1} \frac{f(x)}{x+1}=2
\]

를 만족시킨다. \( f(1) \leq 12 \) 일 때, \( f(2) \) 의 최댓값은? [4점]
(1) 27
(2) 30
(3) 33
(4) 36
(5) 39",함수의 극한과 연속
3226,"17. 함수 \( f(x)=x^{3}-3 a x^{2}+3\left(a^{2}-1\right) x \) 의 극댓값이 4 이고 \( f(-2)>0 \) 일 때, \( f(-1) \) 의 값은? (단, \( a \) 는 상수이다.) [4점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",미분법
3227,"18. 그림과 같이 중심이 O , 반지름의 길이가 2 이고 중심각의 크기가 \( 90^{\circ} \) 인 부채꼴 OAB 가 있다. 선분 OA 의 중점을 C , 선분 OB 의 중점을 D 라 하자. 점 C 를 지나고 선분 OB 와 평행한 직선이 호 AB 와 만나는 점을 E , 점 D 를 지나고 선분 OA 와 평행한 직선이 호 AB 와 만나는 점을 F 라 하자. 선분 CE 와 선분 DF 가 만나는 점을 G , 선분 OE 와 선분 DG 가 만나는 점을 H , 선분 OF 와 선분 CG 가 만나는 점을 I라 하자. 사각형 OIGH를 색칠하여 얻은 그림을 \( R_{1} \) 이라 하자.
그림 \( R_{1} \) 에 중심이 C , 반지름의 길이가 \( \overline{\mathrm{CI}} \), 중심각의 크기가 \( 90^{\circ} \) 인 부채꼴 CJI 와 중심이 D , 반지름의 길이가 \( \overline{\mathrm{DH}} \), 중심각의 크기가 \( 90^{\circ} \) 인 부채꼴 DHK를 그린다. 두 부채꼴 \( \mathrm{CJI}, \mathrm{DHK} \) 에 그림 \( R_{1} \) 을 얻는 것과 같은 방법으로 두 개의 사각형을 그리고 색칠하여 얻은 그림을 \( R_{2} \) 라 하자.
이와 같은 과정을 계속하여 \( n \) 번째 얻은 그림 \( R_{n} \) 에 색칠되어 있는 부분의 넓이를 \( S_{n} \) 이라 할 때, \( \lim _{n \rightarrow \infty} S_{n} \) 의 값은? [4점]
\( R_{1} \)
\( R_{3} \)
\( R_{2} \)
(1) \( \frac{2(3-\sqrt{3})}{5} \)
(2) \( \frac{7(3-\sqrt{3})}{15} \)
(4) \( \frac{3(3-\sqrt{3})}{5} \)
(5) \( \frac{2(3-\sqrt{3})}{3} \)",급수
3228,"19 . 함수 \( f(x)=4 x^{4}+4 x^{3} \) 에 대하여 \( \lim _{n \rightarrow \infty} \sum_{k=1}^{n} \frac{1}{n+k} f\left(\frac{k}{n}\right) \) 의
값은? [4점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",적분법
3229,"20. 빨간색 공 6 개, 파란색 공 3 개, 노란색 공 3 개가 들어 있는 주머니가 있다. 이 주머니에서 임의로 한 개의 공을 꺼내는 시행을 하여, 다음 규칙에 따라 세 사람 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 가 점수를 얻는다. (단, 한 번 꺼낸 공은 다시 주머니에 넣지 않는다.)
- 빨간색 공이 나오면 A 는 3점, B 는 1 점, C 는 1 점을 얻는다.
- 파란색 공이 나오면 A 는 2점, B 는 6점, C 는 2점을 얻는다.
- 노란색 공이 나오면 A 는 2점, B 는 2점, C 는 6점을 얻는다.

이 시행을 계속하여 얻은 점수의 합이 처음으로 24 점 이상인 사람이 나오면 시행을 멈춘다. 다음은 얻은 점수의 합이 24 점 이상인 사람이 A 뿐일 확률을 구하는 과정이다.

꺼낸 빨간색 공의 개수를 \( x \), 파란색 공의 개수를 \( y \), 노란색 공의 개수를 \( z \) 라 할 때, 얻은 점수의 합이 24 점 이상인 사람이 A 뿐이기 위해서는 \( x, y, z \) 가 다음 조건을 만족시켜야 한다.
\[
x=6,0<y<3,0<z<3, y+z \geq 3
\]

이 조건을 만족시키는 순서쌍 \( (x, y, z) \) 는
\[
(6,1,2),(6,2,1),(6,2,2)
\]

이다.
(i) \( (x, y, z)=(6,1,2) \) 인 경우의 확률은 (가) 이다.
(ii) \( (x, y, z)=(6,2,1) \) 인 경우의 확률은 (가) 이다.
(iii) \( (x, y, z)=(6,2,2) \) 인 경우는 10 번째 시행에서 빨간색 공이 나와야 하므로 그 확률은 (나) 이다.
(i), (ii), (iii)에 의하여 구하는 확률은
\( 2 \times \) (가) + (나) 이다.

위의 (가), (나)에 알맞은 수를 각각 \( p, q \) 라 할 때, \( p+q \) 의 값은? [4점]
(1) \( \frac{13}{110} \)
(2) \( \frac{27}{220} \)
(3) \( \frac{7}{55} \)
(4) \( \frac{29}{220} \)
(5) \( \frac{3}{22} \)",확률
3230,"21. 함수 \( f(x)=x^{3}+x^{2}+a x+b \) 에 대하여 함수 \( g(x) \) 를
\[
g(x)=f(x)+(x-1) f^{\prime}(x)
\]

라 하자. <보기>에서 옳은 것만을 있는 대로 고른 것은? (단, \( a, b \) 는 상수이다.) [4점]

ㄱ. 함수 \( h(x) \) 가 \( h(x)=(x-1) f(x) \) 이면 \( h^{\prime}(x)=g(x) \) 이다.
ㄴ. 함수 \( f(x) \) 가 \( x=-1 \) 에서 극값 0 을 가지면 \( \int_{0}^{1} g(x) d x=-1 \) 이다.
ㄷ. \( f(0)=0 \) 이면 방정식 \( g(x)=0 \) 은 열린 구간 \( (0,1) \) 에서 적어도 하나의 실근을 갖는다.
(1) ?
(2) ?
(3) ?, ?
(4) ?, ?
(5) ?, ?, ?",미분법
3231,22. \( { }_{8} \mathrm{C}_{6} \) 의 값을 구하시오. [3점],경우의 수
3232,"23. 함수 \( f(x) \) 가 \( x=2 \) 에서 연속이고
\[
\lim _{x \rightarrow 2-} f(x)=a+2, \quad \lim _{x \rightarrow 2+} f(x)=3 a-2
\]

를 만족시킬 때, \( a+f(2) \) 의 값을 구하시오. (단, \( a \) 는 상수이다.) [3점]",함수의 극한과 연속
3233,"24. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}+a_{n}=3 n-1
\]

을 만족시킨다. \( a_{3}=4 \) 일 때, \( a_{1}+a_{5} \) 의 값을 구하시오. [3점]",수열
3234,"25. 어느 음식점을 방문한 고객의 주문 대기 시간은 평균이 \( m \) 분, 표준편차가 \( \sigma \) 분인 정규분포를 따른다고 한다. 이 음식점을 방문한 고객 중 64 명을 임의추출하여 얻은 표본평균을 이용하여, 이 음식점을 방문한 고객의 주문 대기 시간의 평균 \( m \) 에 대한 신뢰도 \( 95 \% \) 의 신뢰구간을 구하면 \( a \leq m \leq b \) 이다.
\( b-a=4.9 \) 일 때, \( \sigma \) 의 값을 구하시오. (단, \( Z \) 가 표준정규분포를 따르는 확률변수일 때, \( \mathrm{P}(|Z| \leq 1.96)=0.95 \) 로 계산한다.) [3점]",통계
3235,"26. \( n \) 이 자연수일 때, \( x \) 에 대한 이차방정식
\[
x^{2}-(2 n-1) x+n(n-1)=0
\]

의 두 근을 \( \alpha_{n}, \beta_{n} \) 이라 하자. \( \sum_{n=1}^{81} \frac{1}{\sqrt{\alpha_{n}}+\sqrt{\beta_{n}}} \) 의 값을 구하시오. [4점]",수열
3236,27. 곡선 \( y=x^{3}-3 x^{2}+2 x-3 \) 과 직선 \( y=2 x+k \) 가 서로 다른 두 점에서만 만나도록 하는 모든 실수 \( k \) 의 값의 곱을 구하시오. [4점],미분법
3237,"28. 네 양수 \( a, b, c, k \) 가 다음 조건을 만족시킬 때, \( k^{2} \) 의 값을 구하시오. [4점]
(가) \( 3^{a}=5^{b}=k^{c} \)
(나) \( \log c=\log (2 a b)-\log (2 a+b) \)",지수함수와 로그함수
3238,"29. 연필 7자루와 볼펜 4자루를 다음 조건을 만족시키도록 여학생 3 명과 남학생 2 명에게 남김없이 나누어 주는 경우의 수를 구하시오. (단, 연필끼리는 서로 구별하지 않고, 볼펜끼리도 서로 구별하지 않는다.) [4점]
(가) 여학생이 각각 받는 연필의 개수는 서로 같고, 남학생이 각각 받는 볼펜의 개수도 서로 같다.
(나) 여학생은 연필을 1 자루 이상 받고, 볼펜을 받지 못하는 여학생이 있을 수 있다.
(다) 남학생은 볼펜을 1 자루 이상 받고, 연필을 받지 못하는 남학생이 있을 수 있다.",확률
3239,"30. 최고차항의 계수가 1 인 사차함수 \( f(x) \) 에 대하여 네 개의 수 \( f(-1), f(0), f(1), f(2) \) 가 이 순서대로 등차수열을 이루고, 곡선 \( y=f(x) \) 위의 점 \( (-1, f(-1)) \) 에서의 접선과 점 \( (2, f(2)) \) 에서의 접선이 점 \( (k, 0) \) 에서 만난다. \( f(2 k)=20 \) 일 때, \( f(4 k) \) 의 값을 구하시오. (단, \( k \) 는 상수이다.)
[4점]",미분법
3240,"1. 두 벡터 \( \vec{a}=(3,-2), \vec{b}=(2,-6) \) 에 대하여 벡터 \( \vec{a}-\vec{b} \) 의 모든 성분의 합은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",평면벡터
3241,"2. \( \lim _{x \rightarrow 0} \frac{x^{3}+2 x}{e^{3 x}-1} \) 의 값은? [2점]
(1) \( \frac{1}{3} \)
(2) \( \frac{1}{2} \)
(3) \( \frac{2}{3} \)
(4) \( \frac{5}{6} \)
(5) 1",함수의 극한과 연속
